Station,Year,Month,Year_Month,Tmax_C,Tmin_C,Frost_Day,Rain_mm
Hurn,2002,6,2002_6,18.4,10,0,39.4
Hurn,2002,7,2002_7,20.7,11.6,0,71.4
Hurn,2002,8,2002_8,21.8,12,0,68.4
Hurn,2003,3,2003_3,13.1,2.8,10,28.8
Hurn,2003,4,2003_4,15.2,4,8,17.2
Hurn,2003,5,2003_5,16.2,7.4,0,53
Hurn,2003,6,2003_6,20.6,11,0,50.2
Hurn,2003,7,2003_7,22,12.9,0,65.8
Hurn,2003,8,2003_8,24.9,12.7,0,28.8
Hurn,2004,3,2004_3,10.8,2.4,10,51.6
Hurn,2004,4,2004_4,13.6,4.6,2,74.4
Hurn,2004,5,2004_5,17.4,6.8,0,38.6
Hurn,2004,6,2004_6,21.4,10.6,0,23.8
Hurn,2004,7,2004_7,21.2,11.6,0,46
Hurn,2004,8,2004_8,22.1,13.1,0,75.2
Hurn,2005,3,2005_3,11.5,3.2,9,48.2
Hurn,2005,4,2005_4,13.8,4.9,5,54.8
Hurn,2005,5,2005_5,16.1,6.9,1,35.2
Hurn,2005,6,2005_6,20.6,11,0,57.8
Hurn,2005,7,2005_7,22,12.8,0,53.8
Hurn,2005,8,2005_8,22,10.6,0,47.2
Hurn,2006,3,2006_3,9.3,2.2,9,64.5
Hurn,2006,4,2006_4,13.7,4.8,5,27.8
Hurn,2006,5,2006_5,16.7,8.3,0,96.7
Hurn,2006,6,2006_6,21.4,10.4,0,15.6
Hurn,2006,7,2006_7,25.5,13.4,0,55.5
Hurn,2006,8,2006_8,22.1,13,0,16.2
Hurn,2007,3,2007_3,12.3,3,7,69.2
Hurn,2007,4,2007_4,18.5,5.6,2,4.8
Hurn,2007,5,2007_5,17.7,8.5,0,103.4
Hurn,2007,6,2007_6,19.8,12,0,97.4
Hurn,2007,7,2007_7,19.9,11.7,0,118.6
Hurn,2007,8,2007_8,20.9,10.8,0,44
Hurn,2008,3,2008_3,10.9,2.9,8,95.6
Hurn,2008,4,2008_4,13.3,3.8,7,74.6
Hurn,2008,5,2008_5,19.3,9.1,0,82.6
Hurn,2008,6,2008_6,19.6,9.8,0,40
Hurn,2008,7,2008_7,21.1,12,0,72.6
Hurn,2008,8,2008_8,19.9,13.2,0,77.8
Hurn,2009,3,2009_3,12.3,1.4,15,44
Hurn,2009,4,2009_4,14.2,5.1,2,50
Hurn,2009,5,2009_5,17.7,7.7,0,26.2
Hurn,2009,6,2009_6,21,10.2,0,61
Hurn,2009,7,2009_7,20.4,13,0,75
Hurn,2009,8,2009_8,21.2,12.4,0,28.6
Hurn,2010,3,2010_3,10.5,2,11,72
Hurn,2010,4,2010_4,14.6,2.8,5,34.4
Hurn,2010,5,2010_5,17,5.5,2,15.8
Hurn,2010,6,2010_6,22,9.2,0,28.6
Hurn,2010,7,2010_7,22.8,13.3,0,34
Hurn,2010,8,2010_8,21,11.2,0,94.8
Hurn,2011,3,2011_3,12.3,1.8,10,19
Hurn,2011,4,2011_4,18.3,5.7,0,6.8
Hurn,2011,5,2011_5,17.7,7.6,0,25
Hurn,2011,6,2011_6,19.5,9.5,0,84.2
Hurn,2011,7,2011_7,20.6,10.4,0,41.2
Hurn,2011,8,2011_8,20.4,11.6,0,133.6
Hurn,2012,3,2012_3,14.4,2,7,36
Hurn,2012,4,2012_4,12.7,2.8,11,148.6
Hurn,2012,5,2012_5,17.6,7.8,1,35
Hurn,2012,6,2012_6,17.8,11.3,0,135.8
Hurn,2012,7,2012_7,20,11.4,0,137.4
Hurn,2012,8,2012_8,21.2,13.1,0,54.6
Hurn,2013,3,2013_3,7.2,0.4,14,93.2
Hurn,2013,4,2013_4,12,3,10,48
Hurn,2013,5,2013_5,15.9,5.7,1,58.2
Hurn,2013,6,2013_6,19.6,9.9,0,31.2
Hurn,2013,7,2013_7,25.4,12.3,0,29.2
Hurn,2013,8,2013_8,22.9,11.8,0,23
Hurn,2014,3,2014_3,12.9,2.7,6,53.2
Hurn,2014,4,2014_4,14.7,5.5,0,115.2
Hurn,2014,5,2014_5,16.8,8.1,0,102.4
Hurn,2014,6,2014_6,21.1,10.6,0,33.8
Hurn,2014,7,2014_7,24.5,12.4,0,24
Hurn,2014,8,2014_8,21.2,10.6,0,89.8
Hurn,2015,3,2015_3,11.1,2.5,9,25.4
Hurn,2015,4,2015_4,15.6,3.9,5,20.2
Hurn,2015,5,2015_5,16.2,7.6,0,69
Hurn,2015,6,2015_6,20.5,9.7,0,29.6
Hurn,2015,7,2015_7,21.5,12.1,0,59.2
Hurn,2015,8,2015_8,20.5,11.8,0,138.8
Hurn,2016,3,2016_3,10.9,1.4,11,105.6
Hurn,2016,4,2016_4,12.9,3.2,6,56.8
Hurn,2016,5,2016_5,18,7.5,2,58.8
Hurn,2016,6,2016_6,19.6,11.4,0,85.8
Hurn,2016,7,2016_7,22.4,12.6,0,12
Hurn,2016,8,2016_8,23.1,12.3,0,41
Hurn,2017,3,2017_3,13.2,5.5,1,60.5
Hurn,2017,4,2017_4,15,3.2,5,12.6
Hurn,2017,5,2017_5,18.3,8.3,0,58
Hurn,2017,6,2017_6,21.9,11.4,0,57.6
Hurn,2017,7,2017_7,22.1,13,0,89.8
Hurn,2017,8,2017_8,21,11.4,0,52.2
Hurn,2018,3,2018_3,9.4,2.2,8,148.3
Hurn,2018,4,2018_4,14.3,6.8,0,75.4
Hurn,2018,5,2018_5,19.4,7.5,0,39.6
Hurn,2018,6,2018_6,22.9,11.2,0,0.4
Hurn,2018,7,2018_7,25.9,13.1,0,27.2
Hurn,2018,8,2018_8,22.8,12.1,0,64
Hurn,2019,3,2019_3,12.8,4.3,5,80
Hurn,2019,4,2019_4,15.2,4,2,54
Hurn,2019,5,2019_5,17.5,5.9,2,37
Hurn,2019,6,2019_6,19.9,10.5,0,74.4
Hurn,2019,7,2019_7,23.7,12.5,0,34.4
Hurn,2019,8,2019_8,22.4,12.1,0,43.4
Hurn,2020,3,2020_3,11.7,3.5,5,54.6
Hurn,2020,4,2020_4,17.1,5.1,4,51.8
Hurn,2020,5,2020_5,19.9,6.4,2,0.6
Hurn,2020,6,2020_6,20.7,11.1,0,59.6
Hurn,2020,7,2020_7,22.1,11.4,0,29.8
Hurn,2020,8,2020_8,23.4,14.1,0,103.4
Hurn,2021,3,2021_3,12,2.8,8,37
Hurn,2021,4,2021_4,13.1,0.1,15,12.8
Hurn,2021,5,2021_5,15.4,5.8,4,106.4
Hurn,2021,6,2021_6,20.7,10.9,0,83.8
Hurn,2021,7,2021_7,22.6,13.4,0,104.8
Hurn,2021,8,2021_8,21.2,11.8,0,21.2
Hurn,2022,3,2022_3,12.6,3.6,8,50.4
Hurn,2022,4,2022_4,15.2,3.8,4,19.8
Hurn,2022,5,2022_5,18.4,8.3,0,61.6
Hurn,2022,6,2022_6,21,10,0,48.2
Hurn,2022,7,2022_7,24.7,12.3,0,0
Hurn,2022,8,2022_8,25.5,12.9,0,18
Leuchars,2002,3,2002_3,10,2.6,6,48.1
Leuchars,2002,4,2002_4,11.7,4,4,28.6
Leuchars,2002,5,2002_5,14.7,7,1,42.9
Leuchars,2002,6,2002_6,17.2,9.8,0,73.4
Leuchars,2002,7,2002_7,18.1,10.3,0,145.8
Leuchars,2002,8,2002_8,19.1,12.1,0,88.2
Leuchars,2003,3,2003_3,10.9,2.4,9,25.4
Leuchars,2003,4,2003_4,12.3,4.2,2,38.8
Leuchars,2003,5,2003_5,15,7.2,0,66.8
Leuchars,2003,6,2003_6,18.6,10,0,43
Leuchars,2003,7,2003_7,20.5,12.4,0,47.4
Leuchars,2003,8,2003_8,19.6,11.2,0,12
Leuchars,2004,3,2004_3,10.3,1.9,4,33.4
Leuchars,2004,4,2004_4,12.7,5.3,2,57.6
Leuchars,2004,5,2004_5,15.7,6.6,0,31.4
Leuchars,2004,6,2004_6,18.4,10.2,0,91.2
Leuchars,2004,7,2004_7,18.9,9.6,0,19
Leuchars,2004,8,2004_8,18.6,12,0,215.6
Leuchars,2005,3,2005_3,9.7,3.5,6,50
Leuchars,2005,4,2005_4,11.4,4.2,2,73
Leuchars,2005,5,2005_5,14,5.3,2,72
Leuchars,2005,6,2005_6,18.2,10.2,0,64.2
Leuchars,2005,7,2005_7,20.1,11.1,0,22.6
Leuchars,2005,8,2005_8,20,10,0,34.8
Leuchars,2006,3,2006_3,6.8,1,13,95.5
Leuchars,2006,4,2006_4,12,2.4,6,5.2
Leuchars,2006,5,2006_5,14.4,5.4,1,57.2
Leuchars,2006,6,2006_6,19,9.8,0,34.8
Leuchars,2006,7,2006_7,21.9,11.9,0,22.5
Leuchars,2006,8,2006_8,19.7,10.8,0,45.2
Leuchars,2007,3,2007_3,9.9,2.8,5,29.4
Leuchars,2007,4,2007_4,14.7,5.6,1,10.2
Leuchars,2007,5,2007_5,14.1,6.4,0,57.2
Leuchars,2007,6,2007_6,14.8,9.9,0,134.7
Leuchars,2007,7,2007_7,18.4,10.3,0,119.8
Leuchars,2007,8,2007_8,18.3,10.3,0,78.6
Leuchars,2008,3,2008_3,9,1.4,8,40.8
Leuchars,2008,4,2008_4,10.4,3.7,2,68.6
Leuchars,2008,5,2008_5,14,7.3,0,18.6
Leuchars,2008,6,2008_6,17.7,8.5,0,57.8
Leuchars,2008,7,2008_7,18.5,11.7,0,105.6
Leuchars,2008,8,2008_8,18.3,11.7,0,165.5
Leuchars,2009,3,2009_3,10.5,2.4,6,28.8
Leuchars,2009,4,2009_4,12.6,4.9,0,29
Leuchars,2009,5,2009_5,14.9,5.9,1,55.4
Leuchars,2009,6,2009_6,16.2,9.1,0,45.2
Leuchars,2009,7,2009_7,19.5,11,0,100.2
Leuchars,2009,8,2009_8,19.4,11.2,0,82.4
Leuchars,2010,3,2010_3,9.5,1.7,6,62.6
Leuchars,2010,4,2010_4,12.5,3.9,3,28.8
Leuchars,2010,5,2010_5,14.4,5,3,59.2
Leuchars,2010,6,2010_6,18.8,9.6,0,20.8
Leuchars,2010,7,2010_7,19.6,11.2,0,124.2
Leuchars,2010,8,2010_8,18.7,9.9,0,44.6
Leuchars,2011,3,2011_3,10,2.2,9,66
Leuchars,2011,4,2011_4,14.5,5.4,1,8
Leuchars,2011,5,2011_5,15.1,6.1,1,87.2
Leuchars,2011,6,2011_6,16.9,8.6,0,73.8
Leuchars,2011,7,2011_7,18,10.2,0,104.6
Leuchars,2011,8,2011_8,17.5,10.1,0,154.4
Leuchars,2012,3,2012_3,13.3,3.7,4,10.4
Leuchars,2012,4,2012_4,10.1,2.7,7,98.4
Leuchars,2012,5,2012_5,12.5,5.3,1,66.2
Leuchars,2012,6,2012_6,14.5,8.6,0,135.2
Leuchars,2012,7,2012_7,17.1,10.3,0,124.4
Leuchars,2012,8,2012_8,18.6,11.3,0,86
Leuchars,2013,3,2013_3,5.4,-0.6,17,48.6
Leuchars,2013,4,2013_4,10.6,2.8,4,30.4
Leuchars,2013,5,2013_5,14.6,5.9,0,67.2
Leuchars,2013,6,2013_6,17.3,8.8,0,28
Leuchars,2013,7,2013_7,21.4,12.4,0,62.2
Leuchars,2013,8,2013_8,20,10.9,0,19.4
Leuchars,2014,3,2014_3,10.3,3.3,7,36.2
Leuchars,2014,4,2014_4,12.2,5.5,4,55.4
Leuchars,2014,5,2014_5,14.9,7.6,1,42.5
Leuchars,2014,6,2014_6,18.4,10.5,0,62.4
Leuchars,2014,7,2014_7,20.9,11.1,0,43
Leuchars,2014,8,2014_8,18.1,9.6,0,112.8
Leuchars,2015,3,2015_3,9.7,2.1,9,37
Leuchars,2015,4,2015_4,13.3,2.7,4,25
Leuchars,2015,5,2015_5,14,5,2,78.2
Leuchars,2015,6,2015_6,17.3,8.2,0,36.4
Leuchars,2015,7,2015_7,18,10.3,0,112.2
Leuchars,2015,8,2015_8,19.1,10.3,0,53.2
Leuchars,2016,3,2016_3,9.7,1.9,10,23.6
Leuchars,2016,4,2016_4,10.2,2.6,4,83
Leuchars,2016,5,2016_5,14.6,7,1,19
Leuchars,2016,6,2016_6,16,9.1,0,89.8
Leuchars,2016,7,2016_7,19.6,10.7,0,57.2
Leuchars,2016,8,2016_8,19.2,10.9,0,32
Leuchars,2017,3,2017_3,11,2.3,10,42.6
Leuchars,2017,4,2017_4,13.2,3.8,3,6.2
Leuchars,2017,5,2017_5,16.3,7,0,39.6
Leuchars,2017,6,2017_6,17.9,10.7,0,148.4
Leuchars,2017,7,2017_7,18.3,11,0,50.2
Leuchars,2017,8,2017_8,18.9,10.2,0,72.4
Leuchars,2018,3,2018_3,6.8,0.7,13,104.3
Leuchars,2018,4,2018_4,11.5,3.6,3,48.4
Leuchars,2018,5,2018_5,16.6,6.9,1,24.6
Leuchars,2018,6,2018_6,17.7,9.4,0,30.8
Leuchars,2018,7,2018_7,21.7,12.4,0,41
Leuchars,2018,8,2018_8,19.4,10.6,0,57.6
Leuchars,2019,3,2019_3,10.4,3.3,6,74.6
Leuchars,2019,4,2019_4,11.6,5,2,27.6
Leuchars,2019,5,2019_5,14,6,1,77.2
Leuchars,2019,6,2019_6,16.8,9.1,0,66.4
Leuchars,2019,7,2019_7,20.6,12.3,0,69.2
Leuchars,2019,8,2019_8,19.4,11.6,0,131
Leuchars,2020,3,2020_3,9.7,2.1,7,20.4
Leuchars,2020,4,2020_4,12.1,3.4,4,7.4
Leuchars,2020,5,2020_5,16.9,6.5,1,18.2
Leuchars,2020,6,2020_6,17,10.2,0,64.6
Leuchars,2020,7,2020_7,18.9,10.3,0,74.2
Leuchars,2020,8,2020_8,18.1,11.3,0,105.8
Leuchars,2021,3,2021_3,10.9,3.3,1,28.2
Leuchars,2021,4,2021_4,10.8,0.3,17,2.6
Leuchars,2021,5,2021_5,12.1,5.3,1,143
Leuchars,2021,6,2021_6,18.5,10.3,0,18.8
Leuchars,2021,7,2021_7,19.7,12.7,0,47.8
Leuchars,2021,8,2021_8,18.7,11.3,0,84.8
Leuchars,2022,3,2022_3,10.7,1.5,11,25.6
Leuchars,2022,4,2022_4,11.8,4.1,3,36.1
Leuchars,2022,5,2022_5,15.8,7.8,0,35.6
Leuchars,2022,6,2022_6,18.9,9.7,0,23
Leuchars,2022,7,2022_7,22,12.4,0,18.8
Leuchars,2022,8,2022_8,20.6,11.5,0,37.8
Lowestoft,2002,3,2002_3,9.1,3.4,1.5,46.3
Lowestoft,2002,4,2002_4,12,5.6,0,48.7
Lowestoft,2002,5,2002_5,16.2,8.9,0,51.9
Lowestoft,2002,6,2002_6,20.1,11.8,0,30.1
Lowestoft,2002,7,2002_7,20.5,13.2,0,45
Lowestoft,2002,8,2002_8,22.2,14.7,0,27.1
Lowestoft,2003,3,2003_3,10,3.8,0,12.4
Lowestoft,2003,4,2003_4,12.8,6,0,29.1
Lowestoft,2003,5,2003_5,16.8,8.6,0,65.6
Lowestoft,2003,6,2003_6,20.8,12.8,0,36.3
Lowestoft,2003,7,2003_7,21.6,14.9,0,53.5
Lowestoft,2003,8,2003_8,21.6,14.9,0,9.2
Lowestoft,2004,3,2004_3,9.5,4,0,28.5
Lowestoft,2004,4,2004_4,12.8,6.3,0,55
Lowestoft,2004,5,2004_5,15.6,8.6,0,39
Lowestoft,2004,6,2004_6,20,11.9,0,52.8
Lowestoft,2004,7,2004_7,19.6,13.2,0,79.7
Lowestoft,2004,8,2004_8,20.9,15.1,0,153
Lowestoft,2005,3,2005_3,9.7,4.2,0,35.9
Lowestoft,2005,4,2005_4,12.9,5.9,0,35.4
Lowestoft,2005,5,2005_5,15.4,8.4,0,60.1
Lowestoft,2005,6,2005_6,19,11.5,0,38.2
Lowestoft,2005,7,2005_7,19.9,13.7,0,79.6
Lowestoft,2005,8,2005_8,20,12.5,0,27.7
Lowestoft,2006,3,2006_3,7.9,2,1,33.2
Lowestoft,2006,4,2006_4,12.6,5,0,30.4
Lowestoft,2006,5,2006_5,15.9,9,0,73.4
Lowestoft,2006,6,2006_6,18.5,11.4,0,16.7
Lowestoft,2006,7,2006_7,23.7,16,0,23.2
Lowestoft,2006,8,2006_8,20.7,13.3,0,157.4
Lowestoft,2007,3,2007_3,11.2,4.6,6,56.2
Lowestoft,2007,4,2007_4,15.2,7.3,1,0.2
Lowestoft,2007,5,2007_5,16.2,9.4,0,150
Lowestoft,2007,6,2007_6,18.7,12.3,0,102.7
Lowestoft,2007,7,2007_7,20.8,12.9,0,70.9
Lowestoft,2007,8,2007_8,20.7,13.3,0,33.3
Lowestoft,2008,3,2008_3,9.2,3.4,4,91.8
Lowestoft,2008,4,2008_4,12.5,4.7,3,45.5
Lowestoft,2008,5,2008_5,16,9.9,0,49.9
Lowestoft,2008,6,2008_6,19.1,11.3,0,40.9
Lowestoft,2008,7,2008_7,21.1,13.5,0,30.6
Lowestoft,2008,8,2008_8,21.4,14.1,0,72.4
Lowestoft,2009,3,2009_3,10.9,2.9,5,42.7
Lowestoft,2009,4,2009_4,13.6,6.6,0,5.9
Lowestoft,2009,5,2009_5,16.5,9.3,0,38.3
Lowestoft,2009,6,2009_6,18.1,11.6,0,64.2
Lowestoft,2009,7,2009_7,21.2,13.2,0,85.3
Lowestoft,2009,8,2009_8,22.8,14.1,0,18.7
Lowestoft,2010,3,2010_3,9.9,2.9,6,29.4
Lowestoft,2010,4,2010_4,12.9,4.3,1,18.8
Lowestoft,2010,5,2010_5,14.6,6.9,0,11.1
Lowestoft,2010,6,2010_6,18.7,11.4,0,25.2
Lowestoft,2010,7,2010_7,23.6,14.9,0,51
Lowestoft,2010,8,2010_8,20.2,12.9,0,140.5
Lowestoft,2011,3,2011_3,9.8,3.2,3,5.2
Lowestoft,2011,4,2011_4,15.8,7,1,6
Lowestoft,2011,5,2011_5,17.9,9,0,9.2
Lowestoft,2011,6,2011_6,19.7,11.6,0,70.9
Lowestoft,2011,7,2011_7,19,12.3,0,55.4
Lowestoft,2011,8,2011_8,20.2,13.2,0,57.8
Lowestoft,2012,3,2012_3,11.3,3.7,2,64.2
Lowestoft,2012,4,2012_4,10.9,4.3,3,108.9
Lowestoft,2012,5,2012_5,15.1,8.6,0,46.6
Lowestoft,2012,6,2012_6,17.9,10.9,0,74.4
Lowestoft,2012,7,2012_7,20.3,12.8,0,93.6
Lowestoft,2012,8,2012_8,22,14,0,59.6
Lowestoft,2013,3,2013_3,5.3,1,11,92
Lowestoft,2013,4,2013_4,11.4,3.9,4,18.6
Lowestoft,2013,5,2013_5,14.5,6.4,1,53.8
Lowestoft,2013,6,2013_6,17.2,10.7,0,29.6
Lowestoft,2013,7,2013_7,21.4,13.6,0,5.5
Lowestoft,2013,8,2013_8,22.1,14.3,0,26.9
Lowestoft,2014,3,2014_3,12.6,4.4,2,27.5
Lowestoft,2014,4,2014_4,13.6,7.4,1,12.5
Lowestoft,2014,5,2014_5,16.7,9.7,0,94.8
Lowestoft,2014,6,2014_6,19,11.3,0,28.5
Lowestoft,2014,7,2014_7,21.7,15.1,0,59.3
Lowestoft,2014,8,2014_8,20.2,12.7,0,95.2
Lowestoft,2015,3,2015_3,10.7,3.4,3,24.8
Lowestoft,2015,4,2015_4,12.5,4.4,2,15.7
Lowestoft,2015,5,2015_5,15.7,7.5,1,47
Lowestoft,2015,6,2015_6,18.7,10.2,0,25.4
Lowestoft,2015,7,2015_7,22,13.4,0,152.6
Lowestoft,2015,8,2015_8,21.8,13.7,0,78.2
Lowestoft,2016,3,2016_3,9.2,3.3,2,65.6
Lowestoft,2016,4,2016_4,11,4.1,1,63.2
Lowestoft,2016,5,2016_5,16,9,0,46
Lowestoft,2016,6,2016_6,18.3,11.9,0,90.9
Lowestoft,2016,7,2016_7,22.4,13.7,0,38.6
Lowestoft,2016,8,2016_8,22.9,13.7,0,16.4
Lowestoft,2017,3,2017_3,12.6,5.6,0,32
Lowestoft,2017,4,2017_4,12.7,4.9,1,13.1
Lowestoft,2017,5,2017_5,17.4,9.8,0,54.2
Lowestoft,2017,6,2017_6,21.1,13.4,0,53.2
Lowestoft,2017,7,2017_7,21.5,13.9,0,73
Lowestoft,2017,8,2017_8,21.4,13,0,41.7
Lowestoft,2018,3,2018_3,7.8,2.5,8,69.6
Lowestoft,2018,4,2018_4,13.5,6.9,1,59
Lowestoft,2018,5,2018_5,16.5,8.7,0,27.3
Lowestoft,2018,6,2018_6,19.3,11.6,0,11.8
Lowestoft,2018,7,2018_7,23.9,14.6,0,24.2
Lowestoft,2018,8,2018_8,22,14,0,69
Lowestoft,2019,3,2019_3,11.4,4.8,0,46.4
Lowestoft,2019,4,2019_4,12.2,5,1,10.3
Lowestoft,2019,5,2019_5,14.9,7.4,0,24.7
Lowestoft,2019,6,2019_6,20,12.3,0,87.7
Lowestoft,2019,7,2019_7,22.9,14.5,0,42.4
Lowestoft,2019,8,2019_8,23.9,13.7,0,20.7
Lowestoft,2020,3,2020_3,10.1,3.6,1,21.7
Lowestoft,2020,4,2020_4,14,5.6,1,25.1
Lowestoft,2020,5,2020_5,17.2,7.8,0,1.6
Lowestoft,2020,6,2020_6,19.8,11.2,0,52.2
Lowestoft,2020,7,2020_7,21.3,13,0,42.5
Lowestoft,2020,8,2020_8,23.4,15.6,0,49.1
Lowestoft,2021,3,2021_3,10.1,3.7,0,30.8
Lowestoft,2021,4,2021_4,9.6,2.5,1,6.5
Lowestoft,2021,5,2021_5,13.7,6.7,0,57.8
Lowestoft,2021,6,2021_6,19.4,12.4,0,88.5
Lowestoft,2021,7,2021_7,21.4,13.5,0,33.9
Lowestoft,2021,8,2021_8,20.4,13.2,0,24.6
Lowestoft,2022,3,2022_3,11.1,4.5,0,19.9
Lowestoft,2022,4,2022_4,12.7,5.3,2,5
Lowestoft,2022,5,2022_5,17.4,9.1,0,25.1
Lowestoft,2022,6,2022_6,20.3,10.9,0,39.3
Lowestoft,2022,7,2022_7,24.5,13.6,0,7.5
Lowestoft,2022,8,2022_8,24.6,15.1,0,1.2
Manston,2002,3,2002_3,11.3,5.2,0,37.8
Manston,2002,4,2002_4,13.5,6.3,0,30.2
Manston,2002,5,2002_5,15.6,9.3,0,59
Manston,2002,6,2002_6,19.5,12,0,45.8
Manston,2002,7,2002_7,20.6,13.4,0,59.8
Manston,2002,8,2002_8,22.2,14.9,0,22.2
Manston,2003,3,2003_3,10.7,4.2,0,15.2
Manston,2003,4,2003_4,13.2,5.9,1,21.4
Manston,2003,5,2003_5,16.7,8.5,0,55
Manston,2003,6,2003_6,21.3,13,0,32.6
Manston,2003,7,2003_7,22.7,14.6,0,47.4
Manston,2003,8,2003_8,23.9,15.4,0,17.6
Manston,2004,3,2004_3,9.8,4,3,25.4
Manston,2004,4,2004_4,13.3,6.2,0,57.2
Manston,2004,5,2004_5,15.9,8.5,0,47
Manston,2004,6,2004_6,20.5,12,0,26.8
Manston,2004,7,2004_7,21.1,13.1,0,61.8
Manston,2004,8,2004_8,22.1,14.9,0,109
Manston,2005,3,2005_3,9.7,3.5,6,41.6
Manston,2005,4,2005_4,13.3,5.9,0,47.8
Manston,2005,5,2005_5,15.9,8.4,0,32.6
Manston,2005,6,2005_6,20.2,12,0,30.6
Manston,2005,7,2005_7,21.1,13.5,0,88.6
Manston,2005,8,2005_8,21.2,12.9,0,37.4
Manston,2006,3,2006_3,8.1,2.3,10,37.7
Manston,2006,4,2006_4,12.7,5.4,0,24
Manston,2006,5,2006_5,16.4,9.3,0,93.8
Manston,2006,6,2006_6,20.1,11.3,0,49.2
Manston,2006,7,2006_7,25.4,15.6,0,8.2
Manston,2006,8,2006_8,20.6,13.4,0,111
Manston,2007,3,2007_3,11.4,4.3,1,33.8
Manston,2007,4,2007_4,15.5,7.8,0,1.8
Manston,2007,5,2007_5,16.2,9.6,0,81.6
Manston,2007,6,2007_6,19,12.1,0,45.6
Manston,2007,7,2007_7,20.6,13,0,96.2
Manston,2007,8,2007_8,20.3,13.1,0,40
Manston,2008,3,2008_3,9.5,3.9,1,86.6
Manston,2008,4,2008_4,12.3,5.1,2,59
Manston,2008,5,2008_5,17.1,10.4,0,162.4
Manston,2008,6,2008_6,18.9,11.2,0,42
Manston,2008,7,2008_7,22,13.3,0,63.2
Manston,2008,8,2008_8,21.4,13.6,0,53.8
Manston,2009,3,2009_3,11,3.4,2,41.6
Manston,2009,4,2009_4,14.6,6.9,0,28.2
Manston,2009,5,2009_5,17.2,9,0,31.2
Manston,2009,6,2009_6,19.3,11.1,0,25.7
Manston,2009,7,2009_7,22.5,13.3,0,71
Manston,2009,8,2009_8,23.8,14.1,0,14
Manston,2010,3,2010_3,9.8,3.2,4,44.6
Manston,2010,4,2010_4,13.2,4.9,0,18.6
Manston,2010,5,2010_5,14.3,7.1,0,51.4
Manston,2010,6,2010_6,19.3,11.5,0,75.4
Manston,2010,7,2010_7,23.8,14.4,0,41
Manston,2010,8,2010_8,20.9,13.5,0,112.8
Manston,2011,3,2011_3,10,3.6,2,20.8
Manston,2011,4,2011_4,16.9,7.9,0,7
Manston,2011,5,2011_5,18.2,9.4,0,4
Manston,2011,6,2011_6,19.5,10.9,0,62.5
Manston,2011,7,2011_7,20.1,12.1,0,35.8
Manston,2011,8,2011_8,21.3,13.4,0,45.8
Manston,2012,3,2012_3,11.5,4.2,0,48.6
Manston,2012,4,2012_4,11.8,4.8,0,92.6
Manston,2012,5,2012_5,16.3,9.2,0,27.7
Manston,2012,6,2012_6,18.2,11,0,77.7
Manston,2012,7,2012_7,20.7,12.5,0,66.4
Manston,2012,8,2012_8,22.7,14.1,0,34.8
Manston,2013,3,2013_3,5.7,1.5,8,54.8
Manston,2013,4,2013_4,11.6,4.2,1,21.8
Manston,2013,5,2013_5,14.6,6.8,0,42.2
Manston,2013,6,2013_6,17.6,10.6,0,14.9
Manston,2013,7,2013_7,22.3,13.9,0,20.8
Manston,2013,8,2013_8,22.6,14.5,0,34.6
Manston,2014,3,2014_3,12.4,4.9,0,22.4
Manston,2014,4,2014_4,14.8,7.6,0,32.6
Manston,2014,5,2014_5,16.6,9.2,0,71.4
Manston,2014,6,2014_6,19.9,11.8,0,40.6
Manston,2014,7,2014_7,22.4,14.8,0,41.8
Manston,2014,8,2014_8,20.5,12.7,0,86.6
Manston,2015,3,2015_3,10.1,3.8,2,11.6
Manston,2015,4,2015_4,13.4,5.2,0,12.4
Manston,2015,5,2015_5,16.3,8.1,0,48.6
Manston,2015,6,2015_6,20.4,10.9,0,23.6
Manston,2015,7,2015_7,22.3,13.6,0,87
Manston,2015,8,2015_8,21.8,14.1,0,71
Manston,2016,3,2016_3,9.6,3.5,2,59.4
Manston,2016,4,2016_4,12,4.9,0,38.8
Manston,2016,5,2016_5,16.7,9.3,0,36
Manston,2016,6,2016_6,19,11.6,0,97.4
Manston,2016,7,2016_7,22.8,14,0,10.8
Manston,2016,8,2016_8,23.3,14.4,0,18
Manston,2017,3,2017_3,13,6,0,17.2
Manston,2017,4,2017_4,13.7,5.9,0,10.8
Manston,2017,5,2017_5,17.9,9.8,0,57.8
Manston,2017,6,2017_6,22.4,13.1,0,37.8
Manston,2017,7,2017_7,22.8,14.5,0,74.2
Manston,2017,8,2017_8,21.4,13.3,0,85.6
Manston,2018,3,2018_3,8.5,2.5,7,77.4
Manston,2018,4,2018_4,14.6,7.3,0,71
Manston,2018,5,2018_5,17,9,0,43.4
Manston,2018,6,2018_6,19.6,12,0,7.6
Manston,2018,7,2018_7,24.9,15,0,21.8
Manston,2018,8,2018_8,22.4,13.9,0,73.2
Manston,2019,3,2019_3,11.7,5.2,0,44.8
Manston,2019,4,2019_4,12.8,5.9,0,20.4
Manston,2019,5,2019_5,16,8,0,39
Manston,2019,6,2019_6,20.2,12,0,63
Manston,2019,7,2019_7,23.2,14.4,0,39.2
Manston,2019,8,2019_8,23.7,13.9,0,22
Manston,2020,3,2020_3,10.3,4.3,0,45.2
Manston,2020,4,2020_4,14.7,6.5,0,33
